"plot.id","block","NDVI_year","growing_season_mean_NDVI","NuSEDS_survey_year","sockeye_abundance","combined_salmon_abundance","pulse_year","summer_mean_temp","summer_total_precip","distance_from_bank","elevation_change","metres_downstream","satellite","sockeye_abundance_scaled","combined_salmon_abundance_scaled","summer_mean_temp_scaled","summer_total_precip_scaled","elevation_change_scaled","metres_downstream_scaled"
"C70","47N",1984,0.6733097581,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,6951,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,1.16169071390567
"C60","37N",1984,0.7516385968,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,5103,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,0.452114408383163
"F7","5N",1984,0.7512786262,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",8,908,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.217301562083351,-1.15863916394743
"F45","19S",1984,0.7849415709,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",6,3534,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,-0.150334305558839
"F90","54N",1984,0.750335860583333,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",2,10839,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,2.65456553851148
"C6","4N",1984,0.7034611878,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,798,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-1.20087584879996
"F60","41N",1984,0.7130785858,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",15,6309,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.23584280462382,0.915182062311815
"F44","18S",1984,0.756179493,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",5,3413,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,-0.196794658896623
"F9","7N",1984,0.7451280327,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",8,1101,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.217301562083351,-1.08453298052435
"C50","31N",1984,0.6970971713,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,3599,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.125376264509617
"F51","34N",1984,0.7758524761,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",17,4030,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.52685458820681,0.0401147461398435
"F43","17S",1984,0.7970068038,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",9,3334,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.362807453874846,-0.227128278017985
"F80","36S",1984,0.7936253742,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",0,10027,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.946745572248609,2.34278201032734
"C40","26N",1984,0.6642242982,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,3044,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.338479538083748
"C32","11S",1984,0.7156183455,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,2678,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.479012507683985
"F42","16S",1984,0.7768015208,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",10,3237,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.508313345666341,-0.264373354660671
"F67","25S",1984,0.7321265453,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",5,7745,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,1.46656278456849
"F8","6N",1984,0.7272140932,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",10,998,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.508313345666341,-1.12408187634081
"C31","21N",1984,0.6883070266,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,2561,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.523936981572586
"F33","13S",1984,0.739296009,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",11,2907,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.653819237457836,-0.391083409218263
"F58","39N",1984,0.725852393,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",13,5781,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.944831021040826,0.712445975019669
"F77","33S",1984,0.800049119416667,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",3,9463,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,2.12622300799255
"C21","5S",1984,0.6763229337,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,2117,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.69441960043189
"F24","8S",1984,0.7402534255,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",11,2410,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.653819237457836,-0.581916430779241
"F16","13N",1984,0.7601886769,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",16,1732,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.38134869641531,-0.842247997415747
"F75","32S",1984,0.75569118875,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",1,9284,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,2.05749240264162
"C10","8N",1984,0.6399899205,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,1200,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-1.04651996415708
"F21","18N",1984,0.7598720339,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",6,2221,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,-0.654486734753134
"F15","5S",1984,0.7254879273,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",7,2117,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.0717956702918561,-0.69441960043189
"F64","47N",1984,0.7374790142,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",7,6951,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.0717956702918561,1.16169071390567
"F74","31S",1984,0.73683056275,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",1,8799,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,1.87126701942819
"F20","17N",1984,0.7566126948,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",5,2077,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,-0.70977839492372
"C84","33S",1984,0.748787749166667,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,9463,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,2.12622300799255
"F55","36N",1984,0.7434868449,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",23,5002,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,2.39988993895578,0.413333452291294
"F39","29N",1984,0.7454932036,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",13,3394,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.944831021040826,-0.204090086280242
"F69","50N",1984,0.7836040171,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",1,8572,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,1.78410586068706
"C71","48N",1984,0.7186040959,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",1,7058,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,1.20277548917132
"C61","38N",1984,0.7715209027,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,5181,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,0.48206405764223
"F62","45N",1984,0.7203974697,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",27,6802,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,2.98191350612176,1.10447920442361
"F38","27N",1984,0.7349952667,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",4,3158,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,-0.294706973782034
"C69","46N",1984,0.6199744127,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,6851,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,1.1232937276761
"C52","33N",1984,0.5702721538,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",1,3794,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,-0.0505021413619491
"F61","44N",1984,0.7325402202,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",22,6664,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,2.25438404716428,1.0514913634268
"F37","26N",1984,0.7267133707,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",5,3044,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,-0.338479538083748
"C68","45N",1984,0.5925382696,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",5,6802,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,1.10447920442361
"C51","32N",1984,0.6886928788,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,3692,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.0896670673161137
"F52","22S",1984,0.7706285868,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",15,4119,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.23584280462382,0.0742880638841636
"F36","25N",1984,0.7456759598,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",7,2956,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.0717956702918561,-0.372268885965772
"F66","24S",1984,0.7442901574,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",5,7647,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,1.4289337380635
"C41","15S",1984,0.7187438605,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",0,3149,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.946745572248609,-0.298162702542696
"C33","22N",1984,0.7018516717,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,2659,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,-0.486307935067604
"F35","24N",1984,0.74538455,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",3,2853,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.411817781782232
"F68","26S",1984,0.7353305488,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",4,7883,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,1.5195506255653
"F49","20S",1984,0.7352684262,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",25,3900,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,2.69090172253877,-0.00980133595860159
"C23","6S",1984,0.6771210905,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,2224,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.653334825166247
"F34","14S",1984,0.7459707842,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",10,3039,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.508313345666341,-0.340399387395226
"F59","40N",1984,0.7049566003,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",31,6185,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,3.56393707328774,0.867569799387144
"F4","2N",1984,0.6974937807,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",17,595,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.52685458820681,-1.27882173084599
"C22","17N",1984,0.555681133,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",0,2077,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.946745572248609,-0.70977839492372
"F25","19N",1984,0.7682879712,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",3,2332,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.611866080038308
"F17","14N",1984,0.7370958386,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",23,1849,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,2.39988993895578,-0.797323523527146
"F30","10S",1984,0.7493407852,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",8,2572,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.217301562083351,-0.519713313087333
"C13","11N",1984,0.748792132,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,1540,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,-0.915970210976527
"F22","6S",1984,0.724207024,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",6,2224,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,-0.653334825166247
"C9","7N",1984,0.6534898589,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,1101,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-1.08453298052435
"F65","48N",1984,0.7586457337,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",7,7058,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.0717956702918561,1.20277548917132
"F6","4N",1984,0.7434543881,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",8,798,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.217301562083351,-1.20087584879996
"F13","3S",1984,0.7517437288,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",3,1517,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.924801517809329
"C88","36S",1984,0.764426905916667,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",0,10027,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.946745572248609,2.34278201032734
"F56","37N",1984,0.7612734648,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",15,5103,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.23584280462382,0.452114408383163
"F29","9S",1984,0.7440189092,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",12,2455,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.799325129249331,-0.564637786975933
"F12","12N",1984,0.7484252383,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",16,1629,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.38134869641531,-0.881796893232207
"C72","24S",1984,0.5867536276,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,7647,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,1.4289337380635
"C62","39N",1984,0.7127106006,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,5781,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,0.712445975019669
"F28","23N",1984,0.7770846109,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",8,2757,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.217301562083351,-0.448678888562622
"F2","2S",1984,0.7792969307,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",18,491,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.6723604799983,-1.31875459652475
"C7","5N",1984,0.6836937396,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,908,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,-1.15863916394743
"C53","20S",1984,0.7255417568,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,3900,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,-0.00980133595860159
"F3","1N",1984,0.7248480856,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",35,481,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,4.14596064045372,-1.32259429514771
"F57","38N",1984,0.74928792,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",7,5181,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.0717956702918561,0.48206405764223
"C59","36N",1984,0.7193007132,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",5,5002,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,0.413333452291294
"C44","16S",1984,0.7300148829,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,3237,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.264373354660671
"F53","23S",1984,0.7243329305,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",36,4228,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,4.29146653224521,0.116140778874398
"F18","15N",1984,0.7328428151,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",16,1904,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.38134869641531,-0.776205181100881
"C58","35N",1984,0.7477092473,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",0,4808,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.946745572248609,0.338843299005922
"C42","27N",1984,0.6667121719,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",1,3158,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,-0.294706973782034
"C34","23N",1984,0.6855238632,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,2757,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,-0.448678888562622
"C95","54N",1984,0.7208183015,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",1,10839,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,2.65456553851148
"C67","44N",1984,0.5888179758,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",6,6664,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,1.0514913634268
"F5","3N",1984,0.7677935629,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",10,703,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.508313345666341,-1.23735298571805
"C24","18N",1984,0.6725546456,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",1,2221,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.801239680457114,-0.654486734753134
"F27","22N",1984,0.7852722894,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",6,2659,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,-0.486307935067604
"C36","13S",1984,0.7081150684,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,2907,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.391083409218263
"F40","30N",1984,0.7368955423,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",14,3489,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.09033691283232,-0.167612949362147
"C15","12N",1984,0.735628201,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,1629,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.881796893232207
"F26","21N",1984,0.7543047423,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",6,2561,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,-0.523936981572586
"C63","40N",1984,0.6306162647,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,6185,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,0.867569799387144
"F31","11S",1984,0.7530779892,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",15,2678,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.23584280462382,-0.479012507683985
"C14","3S",1984,0.6856577731,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,1517,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.924801517809329
"F23","7S",1984,0.7626220637,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",7,2320,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.0717956702918561,-0.616473718385857
"C54","21S",1984,0.6979174088,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",4,4015,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.364722005082629,0.0343551982054075
"C37","14S",1984,0.7101514376,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,3039,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.340399387395226
"F11","11N",1984,0.7462052323,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",11,1540,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,0.653819237457836,-0.915970210976527
"F41","15S",1984,0.7472337461,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",5,3149,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.219216113291134,-0.298162702542696
"C74","26S",1984,0.6604592009,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,7883,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,1.5195506255653
"C35","12S",1984,0.7097414934,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",3,2814,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.510227896874124,-0.426792606411766
"F19","16N",1984,0.7369612717,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",6,1994,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.073710221499639,-0.741647893494265
"F32","12S",1984,0.7527717505,1983,201669,205669,"no",15.8141304347826,120.6,"FAR",16,2814,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,1.38134869641531,-0.426792606411766
"C73","25S",1984,0.6276125655,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,7745,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,1.46656278456849
"C25","7S",1984,0.6919808929,1983,201669,205669,"no",15.8141304347826,120.6,"CLOSE",2,2320,"LANDSAT5",-0.342561279482894,-0.347647175549057,-1.39961707858539,0.139821612271781,-0.655733788665619,-0.616473718385857
